Event Title,Event Body,Event Date,Event Start Time,Event End Time,Header Skin,Header Sub Title,Listing Option Address,Listing Visibility Duration,Listing Featured,Listing Email,Listing Mobile,Listing Website,Facebook,Twitter,Instgram,Youtube,Related Posts,Listing Button Text,Listing Button URL,Background Image,Location,Latitude,Longitude,Calendar Tag,Categories,Featured Image,Gallery Image,Min Height Hero Image,Disable Hero Image,Region,Alt Tag,Start Time,End Time,Qualification2
Swansea University,"Experience a clearing open day at Swansea University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-19,11:00,15:00,transparent,Clearing / late application - Singleton Campus,"Bay Campus Fabian Way, Crymlyn Burrows Swansea SA1 8EN",364,off,,+44 800 094 9071,www.swansea.ac.uk,,,,,on,19 Aug - Booking Info,http://www.swansea.ac.uk/clearing/,3043,Swansea,51.6106075,-3.9763939,August,University,university202.jpg,,200,off,Wales,Swansea University,2018-08-19 11:00:00:000000,2018-08-19 15:00:00:000000,"Undergraduate, Clearing"
Swansea University,"Experience a clearing open day at Swansea University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-19,11:00,15:00,transparent,Clearing / late application - Bay Campus,Singleton Park  Swansea SA28PP,364,off,,+44 800 094 9071,www.swansea.ac.uk,,,,,on,19 Aug - Booking Info,http://www.swansea.ac.uk/clearing/,3044,Swansea,51.6189426,-3.8787793,August,University,university203.jpg,,200,off,Wales,Swansea University,2018-08-19 11:00:00:000000,2018-08-19 15:00:00:000000,"Undergraduate, Clearing"
Swansea University,"Experience a clearing open day at Swansea University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-20,11:00,15:00,transparent,Clearing / late application - Singleton Campus,"Bay Campus Fabian Way, Crymlyn Burrows Swansea SA1 8EN",364,off,,+44 800 094 9071,www.swansea.ac.uk,,,,,on,20 Aug - Booking Info,http://www.swansea.ac.uk/clearing/,3045,Swansea,51.6106075,-3.9763939,August,University,university204.jpg,,200,off,Wales,Swansea University,2018-08-20 11:00:00:000000,2018-08-20 15:00:00:000000,"Undergraduate, Clearing"
Swansea University,"Experience a clearing open day at Swansea University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-20,11:00,15:00,transparent,Clearing / late application - Bay Campus,Singleton Park  Swansea SA28PP,364,off,,+44 800 094 9071,www.swansea.ac.uk,,,,,on,20 Aug - Booking Info,http://www.swansea.ac.uk/clearing/,3046,Swansea,51.6189426,-3.8787793,August,University,university205.jpg,,200,off,Wales,Swansea University,2018-08-20 11:00:00:000000,2018-08-20 15:00:00:000000,"Undergraduate, Clearing"
Swansea University,"Experience a clearing open day at Swansea University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-21,11:00,15:00,transparent,Clearing / late application - Singleton Campus,Singleton Park  Swansea SA28PP,364,off,,+44 800 094 9071,www.swansea.ac.uk,,,,,on,21 Aug - Booking Info,http://www.swansea.ac.uk/clearing/,3047,Swansea,51.6106075,-3.9763939,August,University,university206.jpg,,200,off,Wales,Swansea University,2018-08-21 11:00:00:000000,2018-08-21 15:00:00:000000,"Undergraduate, Clearing"
Swansea University,"Experience a clearing open day at Swansea University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-22,11:00,15:00,transparent,Clearing / late application - Singleton Campus,"Bay Campus Fabian Way, Crymlyn Burrows Swansea SA1 8EN",364,off,,+44 800 094 9071,www.swansea.ac.uk,,,,,on,22 Aug - Booking Info,http://www.swansea.ac.uk/clearing/,3048,Swansea,51.6106075,-3.9763939,August,University,university207.jpg,,200,off,Wales,Swansea University,2018-08-22 11:00:00:000000,2018-08-22 15:00:00:000000,"Undergraduate, Clearing"
Swansea University,"Experience a clearing open day at Swansea University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-22,11:00,15:00,transparent,Clearing / late application - Bay Campus,"Bay Campus Fabian Way, Crymlyn Burrows Swansea SA1 8EN",364,off,,+44 800 094 9071,www.swansea.ac.uk,,,,,on,22 Aug - Booking Info,http://www.swansea.ac.uk/clearing/,3049,Swansea,51.6189426,-3.8787793,August,University,university208.jpg,,200,off,Wales,Swansea University,2018-08-22 11:00:00:000000,2018-08-22 15:00:00:000000,"Undergraduate, Clearing"
Swansea University,"Experience a clearing open day at Swansea University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-21,11:00,15:00,transparent,Clearing / late application - Bay Campus,Llandaff Cmapus Western Avenue South Glamorgan CF5 2YB,364,off,,+44 800 094 9071,www.swansea.ac.uk,,,,,on,21 Aug - Booking Info,http://www.swansea.ac.uk/clearing/,3050,Swansea,51.6189426,-3.8787793,August,University,university209.jpg,,200,off,Wales,Swansea University,2018-08-21 11:00:00:000000,2018-08-21 15:00:00:000000,"Undergraduate, Clearing"
Cardiff Metropolitan University,"Experience a clearing open day at Cardiff Metropolitan University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,16:00,transparent,Clearing Open Day - Llandaff Campus,Cyncoed Cmapus Cyncoed Road South Glamorgan CF23 6XD,364,off,,+44 29 2041 6042,www.cardiffmet.ac.uk,,,,,on,18 Aug - Booking Info,http://www.cardiffmet.ac.uk/opendays,3051,Cardiff,51.4962322,-3.2131349,August,University,university2010.jpg,,200,off,Wales,Cardiff Metropolitan University,2018-08-18 10:00:00:000000,2018-08-18 16:00:00:000000,"Undergraduate, Clearing"
Cardiff Metropolitan University,"Experience a clearing open day at Cardiff Metropolitan University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,16:00,transparent,Clearing Open Day - Cyncoed Campus,Llandaff Cmapus Western Avenue South Glamorgan CF5 2YB,364,off,,+44 29 2041 6042,www.cardiffmet.ac.uk,,,,,on,18 Aug - Booking Info,http://www.cardiffmet.ac.uk/opendays,3052,Cardiff,51.510493,-3.161761,August,University,university2011.jpg,,200,off,Wales,Cardiff Metropolitan University,2018-08-18 10:00:00:000000,2018-08-18 :00:000000,"Undergraduate, Clearing"
Cardiff Metropolitan University,"Experience a clearing open day at Cardiff Metropolitan University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-19,10:00,16:00,transparent,Clearing Open Day - Llandaff Campus,Cyncoed Cmapus Cyncoed Road South Glamorgan CF23 6XD,364,off,,+44 29 2041 6042,www.cardiffmet.ac.uk,,,,,on,19 Aug - Booking Info,http://www.cardiffmet.ac.uk/opendays,3053,Cardiff,51.4962322,-3.2131349,August,University,university2012.jpg,,200,off,Wales,Cardiff Metropolitan University,2018-08-19 10:00:00:000000,2018-08-19 16:00:00:000000,"Undergraduate, Clearing"
Cardiff Metropolitan University,"Experience a clearing open day at Cardiff Metropolitan University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-19,10:00,16:00,transparent,Clearing Open Day - Cyncoed Campus,Llandaff Cmapus Western Avenue South Glamorgan CF5 2YB,364,off,,+44 29 2041 6042,www.cardiffmet.ac.uk,,,,,on,19 Aug - Booking Info,http://www.cardiffmet.ac.uk/opendays,3054,Cardiff,51.510493,-3.161761,August,University,university2013.jpg,,200,off,Wales,Cardiff Metropolitan University,2018-08-19 10:00:00:000000,2018-08-19 16:00:00:000000,"Undergraduate, Clearing"
Cardiff Metropolitan University,"Experience a clearing open day at Cardiff Metropolitan University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-21,10:00,16:00,transparent,Clearing Open Day - Llandaff Campus,Cyncoed Cmapus Cyncoed Road South Glamorgan CF23 6XD,364,off,,+44 29 2041 6042,www.cardiffmet.ac.uk,,,,,on,21 Aug - Booking Info,http://www.cardiffmet.ac.uk/opendays,3055,Cardiff,51.4962322,-3.2131349,August,University,university2014.jpg,,200,off,Wales,Cardiff Metropolitan University,2018-08-21 10:00:00:000000,2018-08-21 16:00:00:000000,"Undergraduate, Clearing"
Cardiff Metropolitan University,"Experience a clearing open day at Cardiff Metropolitan University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-21,10:00,16:00,transparent,Clearing Open Day - Cyncoed Campus,Egham Hill  Surrey TW20 0EX,364,off,,+44 29 2041 6042,www.cardiffmet.ac.uk,,,,,on,21 Aug - Booking Info,http://www.cardiffmet.ac.uk/opendays,3056,Cardiff,51.510493,-3.161761,August,University,university2015.jpg,,200,off,Wales,Cardiff Metropolitan University,2018-08-21 10:00:00:000000,2018-08-21 16:00:00:000000,"Undergraduate, Clearing"
"Royal Holloway, University of London","Experience a clearing open day at Royal Holloway, University of London, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-17,10:00,15:00,transparent,Clearing Visit Day,Egham Hill  Surrey TW20 0EX,364,off,campus-tours@royalholloway.ac.uk,+44 1784 434455,www.royalholloway.ac.uk,,,,,on,17 Aug - Booking Info,,3058,London,51.425673,-0.5630625,August,University,university2017.jpg,,200,off,London,"Royal Holloway, University of London",2018-08-17 10:00:00:000000,2018-08-17 15:00:00:000000,"Undergraduate, Clearing"
"Royal Holloway, University of London","Experience a clearing open day at Royal Holloway, University of London, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,15:00,transparent,Clearing Visit Day,Park Lane  West Yorkshire LS3 1AA,364,off,campus-tours@royalholloway.ac.uk,+44 1784 434455,www.royalholloway.ac.uk,,,,,on,18 Aug - Booking Info,,3059,London,51.425673,-0.5630625,August,University,university2018.jpg,,200,off,London,"Royal Holloway, University of London",2018-08-18 10:00:00:000000,2018-08-18 15:00:00:000000,"Undergraduate, Clearing"
University Centre at Leeds City College,"Experience a clearing open day at University Centre at Leeds City College, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-22,14:00,19:00,transparent,Clearing Open Day,Falkner Road  Surrey GU9 7DS,364,off,admissions@ucleeds.ac.uk,+44 113 2162406,www.ucleeds.ac.uk,,,,,on,22 Aug - Booking Info,https://www.leedscitycollege.ac.uk/whats-happening/events/university-centre-clearing-open-afternoons-2018/,3061,Leeds,53.8001855,-1.5570395,August,University,university2020.jpg,,200,off,Yorkshire and Humberside,University Centre at Leeds City College,2018-08-22 14:00:00:000000,2018-08-22 19:00:00:000000,"Undergraduate, Clearing"
University for the Creative Arts,"Experience a clearing open day at University for the Creative Arts, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,12:00,transparent,Clearing Open Morning - Farnham campus,New Dover Road  Kent CT1 3AN,364,off,enquries@uca.ac.uk,+44 1252 892 883,www.uca.ac.uk,,,,,on,18 Aug - Booking Info,https://www.uca.ac.uk/clearing/visit-day/?utm_source=ucas&utm_medium=digital&utm_campaign=clearing&utm_term=event-listing,3062,Surrey,51.2150866,-0.805373,August,University,university2021.jpg,,200,off,South East England,University for the Creative Arts,2018-08-18 10:00:00:000000,2018-08-18 12:00:00:000000,"Undergraduate, Clearing"
University for the Creative Arts,"Experience a clearing open day at University for the Creative Arts, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,12:00,transparent,Clearing Open Morning - Canterbury campus,Ashley Road  Surrey KT18 5BE,364,off,enquries@uca.ac.uk,+44 1252 892 883,www.uca.ac.uk,,,,,on,18 Aug - Booking Info,https://www.uca.ac.uk/clearing/visit-day/?utm_source=ucas&utm_medium=digital&utm_campaign=clearing&utm_term=event-listing,3063,Canterbury,51.274956,1.0904816,August,University,university1.jpg,,200,off,South East England,University for the Creative Arts,2018-08-18 10:00:00:000000,2018-08-18 12:00:00:000000,"Undergraduate, Clearing"
University for the Creative Arts,"Experience a clearing open day at University for the Creative Arts, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,12:00,transparent,Clearing Open Morning - Epsom campus,Fort Pitt  Kent ME1 1DZ,364,off,enquries@uca.ac.uk,+44 1252 892 883,www.uca.ac.uk,,,,,on,18 Aug - Booking Info,https://www.uca.ac.uk/clearing/visit-day/?utm_source=ucas&utm_medium=digital&utm_campaign=clearing&utm_term=event-listing,3064,Surrey,51.3298995,-0.2654638,August,University,university2.jpg,,200,off,South East England,University for the Creative Arts,2018-08-18 10:00:00:000000,2018-08-18 12:00:00:000000,"Undergraduate, Clearing"
University for the Creative Arts,"Experience a clearing open day at University for the Creative Arts, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,12:00,transparent,Clearing Open Morning -Rochester campus,Waterfront Building Neptune Quay Suffolk IP4 1QJ,364,off,enquries@uca.ac.uk,+44 1252 892 883,www.uca.ac.uk,,,,,on,18 Aug - Booking Info,https://www.uca.ac.uk/clearing/visit-day/?utm_source=ucas&utm_medium=digital&utm_campaign=clearing&utm_term=event-listing,3065,Kent,51.381703,0.514458,August,University,university3.jpg,,200,off,South East England,University for the Creative Arts,2018-08-18 10:00:00:000000,2018-08-18 12:00:00:000000,"Undergraduate, Clearing"
University of Suffolk,"Experience a clearing open day at University of Suffolk, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,14:00,transparent,Open Event,Waterfront Building Neptune Quay Suffolk IP4 1QJ,364,off,,+44 1473 338833,www.uos.ac.uk,,,,,on,18 Aug - Booking Info,https://www.uos.ac.uk/content/open-events,3066,Suffolk,52.0522152,1.1633402,August,University,university4.jpg,,200,off,Eastern England,University of Suffolk,2018-08-18 10:00:00:000000,2018-08-18 14:00:00:000000,"Undergraduate, Clearing"
University of Suffolk,"Experience a clearing open day at University of Suffolk, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-22,16:00,19:00,transparent,Open Event,UCB  West Midlands B3 1PW,364,off,,+44 1473 338833,www.uos.ac.uk,,,,,on,22 Aug - Booking Info,https://www.uos.ac.uk/content/open-events,3067,Suffolk,52.0522152,1.1633402,August,University,university5.jpg,,200,off,Eastern England,University of Suffolk,2018-08-22 16:00:00:000000,2018-08-22 19:00:00:000000,"Undergraduate, Clearing"
University College Birmingham,"Experience a clearing open day at University College Birmingham, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-22,13:00,14:30,transparent,Open Day,Epinal Way  Leicestershire LE11 3TU,364,off,,+44 121 604 1040,www.ucb.ac.uk,,,,,on,22 Aug - Booking Info,https://www.ucb.ac.uk/our-courses/undergraduate/clearing/apply-through-clearing.aspx,3068,Birmingham,52.4825568,-1.9086318,August,University,university6.jpg,,200,off,West Midlands,University College Birmingham,2018-08-22 13:00:00:000000,2018-08-22 14:30:00:000000,"Undergraduate, Clearing"
Loughborough University,"Experience a clearing open day at Loughborough University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,14:00,transparent,Open House,Lord Mayor's Walk  North Yorkshire YO31 7EX,364,off,,+44 1509 222252,www.lboro.ac.uk,,,,,on,18 Aug - Booking Info,http://www.lboro.ac.uk/clearing/open-house/,3069,Leicestershire,52.769227,-1.224632,August,University,university7.jpg,,200,off,East Midlands,Loughborough University,2018-08-18 10:00:00:000000,2018-08-18 14:00:00:000000,"Undergraduate, Clearing"
York St John University,"Experience a clearing open day at York St John University, where you can review their last minute clearing spaces and opportunities! Follow the link and find out how you can book a place. Some of the clearing events offer walk in visits and booking is not necessary. Please check their website.",2018-08-18,10:00,15:00,transparent,Clearing Open Day,Lord Mayor's Walk York YO31 7EX,364,off,,+44 1904 624 624,www.yorksj.ac.uk,,,,,on,18 Aug - Booking Info,https://www.yorksj.ac.uk/study/undergraduate/visit-us/open-days/,3070,York,53.9649139,-1.0800959,August,University,university8.jpg,,200,off,North Yorkshire,York St John University,2018-08-18 10:00:00:000000,2018-08-18 15:00:00:000000,"Undergraduate, Clearing"
,,,,,,,,,,,,,,,,,,,,3071,,,,,,university9.jpg,,,,,,,,
